"Numero","IDM","SECTOR","SECCION","CIUDAD","NSE_CS2_1","NSE","EDAD","SEXO","OCUPACION","ZONAS","LOCALIDAD_COMUNA","MANZANA","F1","F0","F01","CS1","CS2","CS2_C_1","CS2A","CS3","H1","CS3_18","CS2_1","CS4","CS5","AG1","AG2","CV1","CO2","CO4","CO1_1","CO1_2","CO1_3","AL1","AL2","CS7A","CS7A_C_1","CS7B","CS7B_C_1","ED25_1","ED25_2","ED25_3","ED25_4","ED25_6","ED25_7","ED25_89","COD_ED25","ED5A","ED1C_1","ED1C_2","ED1C_3","ED4","ED8","SA2","SA3","SA4","SA22","SP1","SP2","SP3","SP5","SP6","SP7","SP8","VS0","VS2","VS4","VS6","VS6A_1","VS6A_2","VS6A_3","VS6A_4","VS6A_5","VS7","VS8","VS9_1","VS9_2","VS9_3","VS9_4","VS9_5","VS9_6","VS9_7","VS9_8","VS9_9","VS9_10","VS9_11","VS9_12","CV4","VS15","VS17","VS18","JCV1_1","JCV1_2","JCV1_3","JCV1_4","JCV1_5","JCV1_6","JCV1_7","JCV2_1","JCV2_2","JCV2_3","JCV2_4","JCV2_5","JCV2_6","JCV2_7","JCV3_1","JCV3_2","JCV3_3","JCV3_4","JCV3_5","JCV3_6","JCV3_7","JCV3_8","JCV3_9","JCV3_10","JCV3_2_1","JCV3_2_2","JCV3_2_3","JCV3_2_4","JCV3_2_5","JCV3_2_6","JCV3_2_7","JCV3_2_8","JCV3_2_9","JCV3_2_10","JCV4","JCV5_a","JCV5_b","JCV5_c","JCV_d","JCV5_e","JCV5_f","JCV5_g","JCV6","JCV7","PC7G_1","PC7G_2","PC7G_3","PC7G_4","PC7G_5","PC7G_6","PC7G_7","PC7G_8","PC7G_9","PC7G_10","PC7G_11","PC7G_12","PC7G_13","PC7G_14","PC7G_15","PC7G_16","RC1_1","RC1_2","RC1_3","RC1_4","RC1_5","RC1_6","RC1_7","RC1_8","RC1_9","RC1_10","RC1_11","RC1_12","RC1_13","RC1_14","RC1_15","RC3_1","RC3_3","RC3_9","RC3_10","RC3_30","RC4_2","RC4_3","RC4_4","RC4_5","RC4_6","RC4_7","RC4_8","RC4_9","RC4_10","RC4_11","RC4_20","RC5_5","RC5_6","RC5_9","RC5_40","RC5_14","RC5_15","RC5_16","RC5_24","RC5_41","RC5_42","RC5_45","RC5_48","RC5_49","CR1_1","CR1_2","CR1_3","CR1_4","CR1_5","CR1_6","CR1_7","CR1_8","CR1_9","CR1_10","CR1_11","CR2","CR3_1","CR3_2","CR3_3","CR3_4","CR3_5","CR3_6","CR3_7","CR4","MV2","MV3","MV4","MV6","MV22","EP1","MA4_a","MA4_b","MA4_c","MA4_d","MA4_e","MA4_f","MA4_g","MA13_1","MA13_2","MA13_3","MA13_4","MA13_5","MA13_6","MA13_7","MA13_8","MA13_9","MA13_10","GP1_87","GP1_85","GP1_89","GP1_92","GP1_98","GP1_99","GP1_100","GP1_102","GP1_106","GP1_113","GP1_107","GP1_648","PR1A_1","PR1A_2","PR1A_3","GG1","GG2","GG3","CV5","GG7","COY10","CC2","CC5","MC8A_1_1","MC8A_1_2","MC8A_1_3","BOG_MC1","BOG_MC2","BOG_MC3","BOG_MC4","BOG_MC5_1","BOG_MC5_2","BOG_MC5_3","BOG_MC5_4","BOG_MC5_5","BOG_PI1_1","BOG_PI1_2","BOG_PI1_3","BOG_PI1_4","BOG_PI1_5","BOG_PI2","BOG_PI3","P01AUT1","P02AUT2","COD_BARRIO","INCIDENCIAS_1","INCIDENCIAS_2","INCIDENCIAS_3","INCIDENCIAS_4","INCIDENCIAS_6","INCIDENCIAS_7","INCIDENCIAS_8","OBSERVACIONES_INCIDENCIAS","GEOLOCATION_LATITUDE","GEOLOCATION_LONGITUDE","PON"
131420,"2428","8508","2",11001,4,4,3,2,1,6,1,"21",1,1,1,2,1,41,3,1,1,3,4,6,1,1,3,5,4,2,3,5,4,2,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,99,1,1,3,1,5,5,3,2,5,5,5,5,4,5,1,NA,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,3,1,2,2,1,1,1,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,2,3,5,4,3,4,3,1,3,7,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,2,2,1,4,3,1,1,5,2,4,5,5,2,2,2,1,2,5,5,2,1,2,10,11,NA,NA,NA,NA,NA,NA,NA,5,2,3,6,7,NA,NA,NA,4,1,14,4,5,5,4,3,2,3,2,4,3,4,13,5,7,11,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,1,1,1,3,111,113,4,1,2,4,3,3,4,1,3,5,NA,NA,3,1,5,6,4,1,2,5,3,1,1,1,1,2,4,1,1,1,249,15,0,0,0,0,0,0,"Nueva direccion","4.7274313","-74.0291205",2.27852289405188
131422,"2428","8508","2",11001,4,4,2,1,1,6,1,"7",1,1,1,1,1,31,2,1,1,2,4,4,1,1,4,3,5,2,4,4,4,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,1,4,1,4,4,4,3,4,5,4,3,4,4,1,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,3,3,4,3,1,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,6,7,8,9,10,11,12,NA,NA,NA,4,3,4,3,4,3,4,4,3,3,3,4,4,2,3,3,3,3,2,2,2,2,3,2,3,2,3,2,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,4,2,1,4,3,3,4,4,3,3,4,4,4,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,28,5,1,4,4,4,4,3,1,4,1,NA,NA,2,1,1,2,4,3,1,5,2,2,2,1,1,1,2,2,1,1,299,35,0,0,0,0,0,0,"La direccion nueva","4.7263266","-74.0274217",2.69916714367339
131442,"1596","5201","3",11001,3,3,5,1,1,5,12,"8",1,1,1,1,1,58,5,1,3,4,3,6,1,2,3,3,1,1,1,3,3,1,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,1,4,2,5,4,4,5,5,4,5,4,3,3,1,NA,NA,NA,NA,NA,4,2,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,3,2,1,1,1,3,3,1,1,1,1,2,1,1,3,4,5,NA,NA,NA,NA,NA,NA,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,3,3,3,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,3,1,3,1,2,2,3,3,1,1,2,1,1,3,1,5,3,3,3,1,2,3,1,2,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,6,7,NA,NA,NA,4,2,14,3,5,4,3,1,3,1,4,2,3,3,2,13,5,6,7,48,49,NA,NA,NA,1,1,3,1,2,3,1,3,1,2,2,2,2,1,111,2,3,3,3,2,3,2,2,29,NA,NA,2,1,6,4,1,3,2,5,4,3,1,3,5,4,4,93,1,1,104,2,1,1,0,0,0,0,"X","4.6766824","-74.073765",0.191789425262963
131443,"1596","5201","3",11001,3,3,5,2,4,5,12,"13",1,1,1,2,1,57,5,2,1,4,3,5,4,1,5,5,4,2,1,3,3,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,5,5,1,5,1,5,5,4,5,5,3,4,4,1,NA,NA,NA,NA,NA,1,4,7,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,3,1,3,3,1,3,1,2,2,1,1,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,5,5,5,5,3,4,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,2,2,3,3,3,2,3,3,3,4,3,3,1,5,5,1,3,5,5,5,5,5,5,5,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,7,NA,NA,NA,NA,4,2,1,3,2,2,3,1,1,1,5,1,1,1,2,5,6,7,11,49,NA,NA,NA,NA,1,3,1,1,3,1,3,3,3,1,1,3,111,114,108,1,4,4,4,5,3,4,NA,45,NA,NA,4,1,7,6,3,1,5,2,4,4,1,2,3,3,3,2,1,1,104,28,10,10,0,0,0,0,"X","4.6745227","-74.0751465",0.271708724747961
131444,"1596","5201","3",11001,3,3,2,2,3,5,12,"5",1,1,2,2,1,32,2,3,2,4,3,6,3,2,2,3,3,2,1,1,1,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,6,3,2,3,1,3,1,1,3,1,4,4,1,1,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,3,5,3,2,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,4,4,3,3,2,1,2,2,3,3,1,1,1,3,3,5,3,4,4,3,4,1,3,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,90,NA,NA,NA,NA,NA,NA,2,2,1,1,5,3,2,1,1,3,1,1,3,1,13,5,6,11,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,2,2,2,1,3,5,4,111,2,1,1,1,3,4,2,3,27,NA,NA,3,3,3,1,1,5,4,3,2,3,2,2,3,3,3,1,1,1,104,10,5,2,0,0,0,0,"Elvemttevistado no quiso dar su telefono por motivos de desconfianzz","4.6773273","-74.0739403",0.663289700029694
131445,"1596","5201","3",11001,3,3,5,2,1,5,12,"6",1,1,1,2,1,57,5,1,1,1,3,5,1,2,2,3,1,1,5,1,2,1,3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,5,1,3,3,2,3,2,2,2,90,4,3,3,2,2,3,4,6,NA,4,5,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,4,1,3,2,1,1,3,1,1,1,1,2,2,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,4,2,5,1,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,4,5,4,3,3,3,4,5,3,2,3,3,2,2,3,1,2,1,2,2,2,2,3,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,5,3,1,3,5,3,3,3,2,2,3,3,2,4,6,7,49,89,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,1,2,1,1,2,114,4,1,2,3,4,2,2,4,2,3,93,NA,NA,5,4,2,3,2,1,5,4,3,4,3,3,3,4,3,2,1,1,104,25,20,10,0,0,0,0,"X","4.6774934","-74.0747132",0.257159554368011
131446,"1597","5201","4",11001,3,3,1,2,3,5,12,"8",1,1,1,2,1,23,1,2,6,2,3,5,3,2,3,1,3,2,2,3,3,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,1,4,1,5,4,2,1,5,5,3,4,2,1,2,10,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,3,2,3,2,2,3,3,2,2,1,2,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,3,2,1,4,3,6,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,2,1,1,1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,9,12,NA,NA,NA,NA,NA,NA,NA,3,3,4,6,7,NA,NA,NA,3,2,14,3,5,4,3,1,1,1,2,1,1,1,2,13,5,7,11,49,NA,NA,NA,NA,2,2,2,1,2,3,1,3,2,2,3,3,1,2,111,2,1,2,2,1,4,2,2,25,NA,NA,1,4,1,1,5,3,4,1,2,1,1,1,5,3,4,1,1,1,104,30,9,5,0,0,0,0,"X","4.6752431","-74.0732434",0.456832060020843
131447,"1597","5201","4",11001,3,3,5,2,4,5,12,"5",1,1,1,2,1,77,5,2,1,2,3,3,4,2,1,3,1,1,1,1,1,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,5,3,3,3,4,5,3,5,90,90,5,5,5,1,NA,NA,NA,NA,NA,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,3,2,3,3,3,3,3,1,2,2,2,2,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,4,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,5,5,5,5,5,3,5,5,5,5,5,2,1,5,2,1,5,1,5,4,1,1,4,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,90,NA,NA,NA,NA,NA,NA,5,2,6,3,3,3,1,1,1,1,1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,2,2,2,111,67,108,1,5,5,0,5,3,2,1,93,NA,NA,4,0,2,6,1,2,3,4,5,1,3,1,5,3,3,1,1,1,104,15,10,10,0,0,0,0,"X","4.6760042","-74.0724818",0.271708724747961
131464,"1555","5102","3",11001,4,4,4,2,1,5,12,"5",1,1,1,2,1,49,4,1,3,1,4,4,1,2,1,2,3,2,2,2,3,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,3,1,2,1,1,2,3,4,4,3,4,2,2,2,3,NA,NA,NA,NA,4,3,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,1,1,1,1,3,3,3,2,1,2,2,2,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,3,3,1,1,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,2,1,2,2,5,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,2,2,3,3,3,1,1,1,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,2,3,3,3,1,3,3,3,2,30,1,2,1,1,1,3,4,2,1,5,NA,NA,3,1,1,6,1,4,3,2,5,5,1,1,5,5,4,1,1,1,101,100,5,0,0,0,0,0,"Ninguna","4.6670005","-74.0824763",0.477335333063593
131465,"1596","5201","3",11001,3,3,5,2,1,5,12,"10",1,1,1,2,1,64,5,3,1,3,3,3,1,2,5,5,1,1,1,1,1,1,3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,2,1,3,5,3,5,90,5,5,90,5,5,2,6,3,NA,NA,NA,NA,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,3,3,2,2,2,2,3,2,1,1,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,5,5,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,3,5,5,1,5,1,5,1,5,1,5,5,5,1,1,1,1,5,1,1,1,1,1,1,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,90,NA,NA,NA,NA,NA,NA,5,3,6,3,3,5,1,1,1,1,1,5,1,1,13,5,11,48,NA,NA,NA,NA,NA,NA,1,1,2,1,3,3,1,1,1,1,3,2,1,2,28,2,1,3,1,4,3,1,5,2,5,NA,5,1,3,5,5,1,4,2,3,1,5,5,1,1,3,1,1,1,104,25,3,0,0,0,0,0,"Ninguna","4.6753902","-74.0747773",0.257159554368011
131466,"1596","5201","3",11001,3,3,5,1,1,5,12,"10",1,1,2,1,1,73,5,6,1,1,3,3,1,2,5,5,3,1,2,2,1,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,5,5,1,5,5,5,5,5,5,5,5,5,5,2,3,NA,NA,NA,NA,5,5,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,1,3,3,3,3,1,3,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,1,2,2,2,2,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,5,2,5,2,2,3,5,3,5,4,3,3,5,5,5,4,3,5,3,1,1,5,5,5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,NA,NA,NA,NA,NA,NA,4,1,13,5,5,5,5,1,1,1,1,1,5,1,2,13,5,7,11,NA,NA,NA,NA,NA,1,1,1,3,2,3,1,2,2,2,3,3,113,2,114,2,1,1,1,3,3,2,1,1,5,NA,3,1,2,4,2,5,4,3,1,3,4,2,3,2,3,1,2,1,104,4,0,0,0,0,0,0,"Ninguna","4.6752873","-74.0749543",0.191789425262963
131467,"1596","5201","3",11001,3,3,5,1,6,5,12,"6",1,1,1,1,1,82,5,5,4,1,3,4,6,2,3,4,2,1,1,1,3,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,5,1,1,5,5,5,2,5,5,3,4,4,3,2,2,NA,NA,NA,NA,5,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,2,2,3,1,1,1,3,1,1,2,2,2,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,2,4,3,5,1,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,5,1,3,3,4,4,3,2,3,4,3,3,5,3,1,1,2,4,1,1,2,2,1,2,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,NA,NA,NA,NA,NA,5,2,1,2,5,2,3,4,1,2,3,2,3,4,6,11,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,2,1,3,1,2,1,3,1,114,1,30,2,3,3,2,2,2,1,4,2,3,4,3,5,2,6,4,3,2,1,5,5,1,2,5,2,2,2,2,1,104,18,2,0,0,0,0,0,"Ninguna","4.6767986","-74.0746167",0.318377163514779
131468,"1596","5201","3",11001,3,3,2,2,1,5,12,"3",1,1,1,2,1,29,2,1,2,2,3,6,1,1,5,5,1,2,4,4,3,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,NA,NA,1,5,5,5,5,5,5,5,5,5,5,2,3,NA,NA,NA,NA,5,5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,4,4,1,1,5,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,3,4,4,4,4,4,3,4,3,3,4,3,3,3,4,2,4,4,4,4,4,3,3,4,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,90,NA,NA,NA,NA,NA,NA,1,1,1,5,1,2,5,5,5,5,5,4,4,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,111,114,67,3,NA,NA,3,3,2,4,NA,4,NA,NA,1,2,1,3,2,4,5,3,1,4,1,3,2,1,2,1,2,1,104,30,0,0,0,0,0,0,"Casa","4.6770849","-74.0732947",0.798779534174268
131469,"1597","5201","4",11001,3,3,1,2,1,5,12,"4",1,1,1,2,1,22,1,3,4,5,3,6,1,2,3,2,3,2,1,4,3,2,NA,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,2,NA,NA,2,5,5,5,5,5,5,5,4,4,4,2,3,NA,NA,NA,NA,4,4,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,2,2,1,3,1,2,3,3,2,2,2,2,1,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,3,5,5,5,5,4,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,3,1,5,4,2,2,1,2,1,2,1,2,5,8,NA,NA,NA,NA,NA,NA,NA,NA,5,90,NA,NA,NA,NA,NA,NA,5,2,1,1,4,3,3,1,1,2,2,1,2,1,2,13,4,5,6,7,11,48,49,NA,1,1,1,1,2,2,1,1,1,2,2,2,1,4,108,2,3,3,3,4,93,4,NA,1,2,6,4,1,6,5,5,4,1,2,3,2,1,1,1,1,3,1,1,1,104,25,2,0,0,0,0,0,"Ninguna","4.6760294","-74.0730698",0.550148901879502
131470,"1597","5201","4",11001,3,3,5,1,6,5,12,"1",1,1,1,1,1,68,5,1,5,5,3,3,6,2,5,3,3,2,2,5,3,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,1,4,1,5,5,5,4,4,4,2,5,3,3,6,10,NA,NA,NA,NA,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,1,3,2,2,3,2,2,3,1,2,2,2,2,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,5,2,2,1,2,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,5,5,5,4,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,3,3,1,3,4,3,1,2,1,5,2,4,3,1,2,13,4,5,6,7,11,48,NA,NA,1,1,2,3,2,1,3,3,1,3,2,3,2,4,30,2,1,3,2,3,3,2,3,1,6,NA,2,3,2,2,3,2,5,4,1,3,2,2,3,1,3,1,1,1,104,15,3,0,0,0,0,0,"Ninguna","4.6769911","-74.0726225",0.318377163514779
131561,"2437","8513","1",11001,5,5,1,1,3,6,1,"9",1,1,1,1,1,25,1,3,1,3,5,5,3,1,5,5,5,2,3,3,3,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,1,5,5,5,5,5,90,5,4,5,5,1,NA,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,1,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,6,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,5,5,2,1,4,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,NA,NA,NA,NA,NA,5,1,7,5,3,3,5,1,1,1,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,114,113,1,4,4,5,5,3,1,5,2,NA,NA,5,1,1,4,1,4,5,3,2,5,1,5,1,1,3,2,1,1,274,12,10,0,0,0,0,0,"Ningun","4.714489","-74.0339037",0.899986566393482
