"NUMERO","CIUDAD","ZONAS","LOCALIDAD_COMUNA","Duración","D_Rangos","EDAD","SEXO","NSE","CS2_Codes","CS3","CS4","CS5","AG1","AG2","CV1","CO2","CO4","AL1","AL2","ED25_1","ED25_2","ED25_3","ED25_4","ED25_6","ED25_89","ED25_90","ED5A","ED1C_1","ED1C_2","ED1C_3","ED1C_5","ED4","ED8C","SA2","SA3","SA4","SA6","SA22","SP1","SP2","SP3","SP5","SP6","SP7","SP8","VS0","VS2","VS4","VS6","VS6A_1","VS6A_2","VS6A_3","VS6A_4","VS6A_5","VS6A_6","VS6A_7","VS6A_8","VS6A_9","VS6A_10","VS6A_11","VS6A_12","VS7","VS8","CV4","VS15","VS27","PC7G_1","PC7G_2","PC7G_3","PC7G_4","PC7G_5","PC7G_6","PC7G_7","PC7G_8","PC7G_9","PC7G_10","PC7G_11","PC7G_12","PC7G_13","PC7G_14","PC7G_15","PC7G_16","PC7G_17","PC7G_18","RC1_1","RC1_2","RC1_3","RC1_4","RC1_5","RC1_6","RC1_7","RC1_8","RC1_9","RC1_10","RC1_11","RC1_12","RC1_13","RC1_14","RC1_15","RC1_16","RC1_17","RC3_1","RC3_3","RC3_9","RC3_10","RC4_1","RC4_2","RC4_3","RC4_4","RC4_5","RC4_6","RC4_7","RC4_8","RC4_9","RC4_10","RC4_11","RC4_16","RC5_5","RC5_6","RC5_9","RC5_40","RC5_14","RC5_15","RC5_16","RC5_24","RC5_41","RC5_42","COY10","COY11","CR1_1","CR1_2","CR1_3","CR1_4","CR1_5","CR1_6","CR1_7","CR1_8","CR1_9","CR1_10","CR1_11","CR1_12","CR1_13","CR2","CR3_1","CR3_2","CR3_3","CR3_4","CR3_5","CR3_6","CR3_7","CR3_8","CR3_9","CR4","MV2","MV3","MV4","MV6","MV23","MV24C_1","MV24C_2","MV24C_3","MV24C_4","MV24C_5","MV24C_6","MV24C_7","MV24C_8","EP1","MA4_a","MA4_b","MA4_c","MA4_d","MA4_e","MA4_f","MA4_g","MA13_1","MA13_2","MA13_3","MA13_4","MA13_5","MA13_6","MA13_7","MA13_8","MA13_9","MA30","GP1_87","GP1_85","GP1_89","GP1_92","GP1_98","GP1_99","GP1_100","GP1_102","GP1_106","GP1_113","GP1_107","GP1_648","GP1_649","PR1A_1","PR1A_2","PR1A_3","GG1","GG2","GG3","CV5","GG7","CC2","CC5","PI1","PI2","PI3","PI4","PI5","CC9","CC10_1","CC10_2","CC10_3","CC10_4","CC10_5","CC10_6","CC10_7","CC10_8","CC10_9","PON"
52615701,11001,1,9,26,1,5,2,3,NA,2,3,6,2,3,3,2,2,1,1,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,96,1,3,5,1,3,2,4,4,3,2,5,5,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,1,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,4,3,4,3,4,4,4,3,3,4,5,3,4,4,3,2,5,2,3,4,5,4,5,3,3,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,NA,NA,NA,NA,NA,NA,NA,2,3,6,5,5,5,2,5,6,NA,NA,NA,NA,NA,5,4,4,5,4,5,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,1,90,1,1,1,2,111,114,113,2,1,1,2,2,4,NA,3,3,5,2,92,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.173039908
52615800,11001,1,9,28,1,3,1,3,NA,3,6,1,1,5,5,4,2,2,NA,NA,1,NA,NA,NA,NA,NA,5,NA,3,NA,NA,5,5,2,NA,NA,2,1,5,5,4,90,5,5,5,5,5,4,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,2,1,10,11,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,3,4,1,3,2,1,2,3,1,2,2,3,2,2,3,2,3,2,5,2,3,1,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,3,4,5,6,7,NA,NA,4,2,1,4,5,1,92,NA,NA,NA,NA,NA,NA,NA,4,5,1,2,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,1,2,1,2,2,2,90,2,1,54,113,114,2,1,2,2,4,2,2,2,2,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.343164896
52615961,11001,1,9,31,2,3,1,3,NA,5,3,1,2,3,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,96,1,1,5,2,1,1,1,4,1,3,3,90,4,1,4,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,1,1,5,4,2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,7,5,3,3,92,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,4,3,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,4,1,90,90,90,90,90,90,90,90,2,2,2,90,111,113,1,2,3,3,3,4,2,3,2,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.343164896
52639690,11001,4,3,36,3,2,2,2,NA,1,5,4,1,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,1,NA,NA,5,90,1,1,4,1,1,5,5,5,4,5,5,90,5,5,4,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,3,3,4,4,2,4,4,3,4,4,3,3,3,5,5,4,4,4,5,5,5,5,5,1,3,1,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,6,7,NA,NA,NA,NA,NA,4,3,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,1,4,2,2,2,4,5,7,11,13,NA,NA,NA,4,1,1,1,1,90,90,1,2,1,1,1,90,90,114,205,67,1,3,4,2,2,1,3,3,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435129873
52640268,11001,3,4,31,2,1,2,1,NA,3,4,4,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,2,1,3,5,1,2,4,3,5,1,4,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,2,1,1,3,2,3,3,2,1,1,2,3,1,5,5,1,5,5,5,5,5,5,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,5,3,32,1,3,2,92,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,4,1,1,2,2,5,11,NA,NA,NA,NA,NA,NA,4,2,1,1,2,2,2,90,2,2,1,90,2,1,1,2,111,2,1,2,2,3,2,2,4,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.542111301
52641231,11001,4,3,34,2,3,1,2,NA,3,5,6,1,5,4,5,1,1,3,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,1,1,2,1,2,2,5,5,5,5,1,5,90,5,5,1,89,13,80,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,2,1,12,13,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,9,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,1,3,3,3,1,1,1,5,1,1,1,5,1,5,1,5,5,5,5,3,1,2,4,3,9,10,11,12,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,NA,NA,NA,NA,NA,1,3,7,3,1,1,5,18,9,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,1,2,4,11,13,NA,NA,NA,NA,NA,4,1,1,2,2,1,2,2,2,2,2,2,2,1,207,206,67,1,5,5,4,2,2,1,1,3,1,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976786468
52642830,11001,4,3,36,3,5,2,2,NA,5,3,4,2,3,3,3,1,1,3,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,4,1,5,4,2,2,4,5,5,5,5,5,4,5,4,3,89,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,2,2,1,5,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,90,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,3,1,5,1,5,1,4,1,2,4,5,6,7,11,13,NA,NA,2,1,1,2,1,90,1,1,1,2,2,1,90,90,207,67,203,1,5,5,4,3,2,3,5,4,5,92,92,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105633488
52643195,11001,1,9,29,1,2,2,3,NA,2,5,1,1,4,5,2,2,2,NA,2,NA,NA,NA,2,NA,NA,5,NA,NA,NA,5,NA,96,1,3,4,1,2,5,5,5,3,5,90,90,5,5,5,2,28,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,5,3,2,5,2,5,2,5,2,5,3,3,2,3,5,5,3,5,3,5,4,4,5,3,3,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,7,NA,NA,NA,NA,NA,NA,NA,5,1,28,5,3,3,9,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,3,3,4,1,2,13,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,90,90,90,1,1,1,90,90,90,111,113,1,1,4,3,5,2,2,4,5,4,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.150126802
52643275,11001,1,9,32,2,5,2,3,NA,3,3,1,2,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,1,1,5,1,2,2,5,1,3,3,4,2,90,1,2,4,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,3,5,2,3,3,3,3,5,5,3,5,2,2,4,2,5,3,2,5,1,5,5,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,28,2,5,4,30,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,5,1,1,1,2,4,5,6,7,11,13,NA,NA,1,1,2,1,1,2,1,2,2,2,2,2,2,2,113,1,54,2,1,1,1,5,2,1,2,4,4,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1.250260876
52643426,11001,3,4,37,3,1,1,1,NA,3,4,2,2,1,5,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,96,2,NA,NA,2,2,5,4,5,90,4,5,90,3,3,4,2,80,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,4,5,5,3,1,4,5,5,4,4,3,3,3,5,3,2,2,2,3,3,2,3,3,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,6,NA,NA,NA,NA,NA,NA,4,2,1,1,5,3,92,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,5,2,2,3,2,5,11,13,NA,NA,NA,NA,NA,4,1,1,1,1,90,1,1,2,1,1,1,1,1,111,114,108,1,3,4,3,2,4,NA,4,2,3,92,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363031718
52644160,11001,1,9,30,1,3,1,3,NA,1,6,1,2,3,3,3,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,96,1,1,4,1,1,5,5,5,4,5,5,5,4,4,4,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,4,2,2,3,2,2,2,2,4,2,2,3,4,4,4,4,5,4,4,5,4,5,2,2,2,3,4,5,6,9,11,12,NA,NA,NA,NA,NA,4,4,6,7,NA,NA,NA,NA,NA,NA,4,2,28,3,3,3,2,3,NA,NA,NA,NA,NA,NA,3,1,1,2,2,2,1,1,5,6,11,13,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,2,2,1,90,90,1,2,205,2,2,3,2,2,2,2,3,4,2,4,1,1,1,2,3,NA,NA,NA,NA,NA,NA,3.343164896
52644175,11001,4,3,34,2,5,1,2,NA,5,3,6,1,4,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,2,NA,NA,5,5,1,1,5,2,1,5,5,5,5,5,5,5,2,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,2,1,4,5,6,7,8,9,10,11,12,13,14,16,NA,NA,NA,NA,NA,3,4,5,6,8,9,10,11,15,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,4,5,5,5,5,4,5,5,3,5,3,1,5,4,5,1,5,5,1,5,1,3,3,1,2,3,6,9,10,12,NA,NA,NA,NA,NA,NA,4,1,2,3,4,5,6,7,NA,NA,4,2,1,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,1,4,1,1,2,4,5,6,7,11,13,NA,NA,1,1,1,2,2,1,2,1,2,1,2,1,1,2,28,201,108,2,1,1,1,2,2,2,5,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298586562
52645368,11001,1,9,44,4,3,1,3,NA,1,6,1,2,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,96,1,2,5,1,1,5,5,5,3,5,3,3,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,2,1,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,3,3,5,2,1,2,3,1,2,5,3,5,5,5,3,1,5,4,5,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,3,3,2,4,5,6,7,11,13,NA,NA,1,1,1,1,2,2,90,90,90,2,1,90,90,90,111,114,2,2,1,1,1,5,2,1,4,2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.343164896
52645898,11001,1,9,49,4,1,1,3,NA,3,5,3,1,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,90,NA,1,NA,NA,NA,5,5,1,2,4,1,2,5,5,5,5,5,5,2,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,2,4,6,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,5,5,5,4,4,1,5,3,5,3,2,3,3,3,3,3,3,3,3,4,2,1,4,2,3,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,4,5,6,NA,NA,NA,NA,5,1,12,5,2,1,92,NA,NA,NA,NA,NA,NA,NA,5,2,2,3,3,4,3,2,2,4,5,6,7,11,13,NA,NA,2,1,1,1,1,1,1,1,1,1,1,90,90,1,113,108,205,2,3,3,4,2,1,3,1,2,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.367818579
52646015,11001,1,9,98,4,4,2,3,NA,3,5,1,1,5,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,2,NA,NA,4,5,1,1,5,1,1,5,5,5,3,5,5,3,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,1,5,10,11,12,13,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,3,2,4,2,5,4,5,1,5,3,1,5,2,5,1,1,5,3,3,3,1,5,2,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,NA,NA,NA,NA,NA,NA,NA,4,2,28,5,1,3,2,33,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,3,5,2,5,6,11,13,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,2,1,90,1,1,114,111,1,2,2,5,3,2,1,5,5,3,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.051628508
52646306,11001,1,9,40,3,4,2,3,NA,2,4,4,2,5,4,3,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,4,96,1,5,4,1,1,4,3,5,5,5,5,90,5,3,4,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,4,3,4,5,4,4,4,4,4,3,5,4,4,2,4,3,4,4,4,2,4,3,3,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,NA,NA,NA,NA,NA,NA,NA,4,3,32,3,3,3,92,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,3,2,2,5,11,13,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,1,111,113,114,2,1,1,2,5,2,3,3,3,4,92,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1221511
52646481,11001,1,9,22,1,2,1,3,NA,5,5,1,2,3,3,3,2,2,NA,1,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,4,4,1,5,1,2,1,5,4,5,3,4,4,4,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,3,3,3,2,4,3,3,2,3,3,3,3,4,1,5,4,5,5,5,4,2,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,NA,NA,NA,NA,NA,NA,NA,3,2,12,5,3,1,2,3,NA,NA,NA,NA,NA,NA,3,1,3,4,4,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,2,2,1,2,1,1,1,1,113,116,202,2,1,1,3,5,2,1,3,2,92,2,92,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.209647221
52646991,11001,3,4,25,1,1,2,1,NA,3,5,3,2,3,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,3,2,NA,NA,2,2,4,3,3,3,4,4,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,3,3,3,4,3,1,1,5,4,4,3,5,3,3,1,3,5,5,1,5,3,4,2,3,4,6,10,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,5,6,NA,NA,NA,NA,NA,3,2,1,1,5,2,9,18,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,2,1,2,5,6,11,NA,NA,NA,NA,NA,2,1,2,2,1,2,2,1,2,2,1,1,1,1,110,116,202,2,1,1,1,4,2,1,3,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789292765
52647068,11001,1,9,33,2,1,1,3,NA,3,5,1,1,4,4,4,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,96,1,3,3,1,1,4,5,5,3,4,5,3,5,3,3,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,3,3,4,3,3,2,3,4,4,3,2,4,2,2,3,4,1,3,2,3,3,3,3,6,1,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,5,6,7,NA,NA,NA,NA,2,1,28,4,5,3,15,12,8,NA,NA,NA,NA,NA,3,1,1,2,2,2,1,2,2,11,13,NA,NA,NA,NA,NA,NA,2,1,1,2,90,2,2,90,90,1,1,2,2,90,113,67,210,2,1,2,2,1,2,2,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.900262797
52648068,11001,1,9,81,4,4,1,3,NA,3,4,4,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,96,1,2,4,2,2,4,3,5,90,3,5,90,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,1,1,1,1,1,3,1,1,3,1,1,2,1,5,5,5,5,5,5,5,1,5,92,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,2,7,5,5,3,1,2,3,4,5,NA,NA,NA,1,1,1,1,1,1,1,2,2,4,5,6,7,11,13,NA,NA,2,2,90,90,2,90,90,90,90,90,90,90,90,90,67,108,1,2,3,3,3,3,1,4,1,2,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.734618937
52648296,11001,3,4,39,3,2,2,1,NA,3,4,4,1,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,2,NA,NA,4,96,1,3,4,1,1,5,2,4,4,1,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,3,2,4,4,4,3,4,4,3,3,4,4,3,5,5,5,2,3,5,4,5,4,92,4,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,7,NA,NA,NA,NA,NA,NA,4,3,1,4,2,3,8,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,4,4,2,3,5,11,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,90,1,90,90,2,1,1,90,2,1,202,208,203,2,1,1,1,3,2,2,4,2,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.786858809
52648580,11001,1,9,20,1,5,1,3,NA,5,5,1,2,3,3,3,2,2,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,96,2,NA,NA,2,1,5,5,5,5,5,5,5,5,3,5,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,5,4,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,4,NA,NA,NA,NA,NA,NA,5,1,1,4,3,4,92,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,2,3,3,6,7,11,13,NA,NA,NA,NA,NA,4,2,90,90,2,1,2,2,90,2,1,90,2,1,113,114,111,2,1,2,3,5,2,2,1,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021947114
52649104,11001,1,8,40,3,4,2,3,NA,2,5,4,2,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,5,NA,96,1,5,4,2,1,5,5,5,5,4,5,5,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,5,5,5,4,4,3,3,3,3,3,3,4,3,5,4,3,3,4,5,5,4,5,3,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,7,NA,NA,NA,NA,NA,NA,3,1,1,3,2,3,5,2,NA,NA,NA,NA,NA,NA,5,2,4,3,3,3,3,2,2,4,5,6,7,11,13,NA,NA,1,1,1,90,90,90,90,90,90,1,90,90,90,90,114,111,108,2,3,3,2,3,1,3,4,2,4,4,92,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1221511
