Id_Encuesta,Año,SECTOR,TAMAÑO,P38_1,P38_2,P38_3,P38_4,P38_90,P39,P40,P41_1,P41_2,P41_3,P41_4,P41_OTRO,P42_1,P42_2,P42_3,P42_4,P42_5,P42_OTRO,P43,P44,P44A,P45,P46,P47,P48A,P48B,P48C,P49_1,P49_2,P49_3,P49_4,P50,P51,P51_OTRO,P52_1,P52_2,P52_3,P52_4,P52_90,P53,P54,P55,P56,P57A,P57B,P57C,P57D,P57E,P57F,P57G,P57H,P58,P59,fax expansión
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,Programa de capacitación a empleados,,,,,,Si,Si,CONTROL FINANCIERO,No sabe,No,Alta,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,Fiscalía General de la Nación,,,No sabe,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,Si,ESTUDIAMOS DECLARATORIA DE RECURSOS,Siguen igual,Si,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,Plan Vallejo,,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Media,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,Si,CAPACITACION EN EL TEMA.,No sabe,Si,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Alto,Por disminución en el volumen de las ventas,,,,,,Ninguna,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Alta,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,Si,Si,UNA CONTABILIDAD ESTRICTA.,Han aumentado,No,Alta,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,Medio,Por competencia vía reducción de precios,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,Programa de capacitación a empleados,,,,,Control administrativo,Si,Si,DECLARACIO9N ANTILAVADO DE ACTIVIOS PARA CLIENTES Y PROVEEDORES Y CAPACITACIONES A LOS EMPLEADOS.,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por pérdida en los márgenes de rentabilidad,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Servicios,Mediana,,,,,Ninguna,Alta,Si,,,,,,Programa de capacitación a empleados,Programas de cumplimiento,,,,,No,,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,Alto,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,21.54128
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Alta,No,,,,,Empresa nueva,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Medio,No se ha visto afectada,,,,,,Ninguna,No,Segura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,Programa de capacitación a empleados,,,,,,No,,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,Fiscalía General de la Nación,,,Medio,No se ha visto afectada,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,Si,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,No sabe,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,Policía Fiscal y Aduanera (POLFA),,Medio,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Media,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Media,Si,,,,,,,,,,,Verificar antecedentes,Si,Si,NO ADMITOI INVERSIONES DE OTRAS PERSONAS.,No existen,No,Baja,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,,Programas de cumplimiento,,,,,No,,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Siguió igual,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,Programa de capacitación a empleados,,Códigos de ética y buen gobierno,,,,Si,Si,CONTROL FINANCIERO,No sabe,No,Alta,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,No sabe,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,,,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,No sabe,No,,,,No es un tema que le competa a la empresa,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Medio,Por competencia vía reducción de precios,,Plan Vallejo,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Media,No,,,,No es un tema que le competa a la empresa,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Medio,No se ha visto afectada,,Ninguna,,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Alta,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,No,,,,,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Alto,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,Programa de capacitación a empleados,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Bajo,No se ha visto afectada,,Plan Vallejo,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,Media,Si,,,,,,,,,,Canales de denuncia internos,,Si,Si,Verificaciones de antecedentes,Siguen igual,No,Baja,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,Fiscalía General de la Nación,,,Bajo,Por competencia vía reducción de precios,,,,,,Ninguna,No,Parcialmente segura,Siguió igual,Si,Si,No,No,No,Si,No,Si,No,No,,88.6872
01_DGC_Clima_Negocios,2021,Construcción,Pequeña,,,,,Ninguna,Media,No,,Falta de promoción y socialización por parte de las autoridades,,No es un tema que le competa a la empresa,,,,,,,,Si,Si,Bancos,Han aumentado,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,Fiscalía General de la Nación,Policía Fiscal y Aduanera (POLFA),,No sabe,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,Si,Insegura,Aumentó,Si,Si,No,Si,No,Si,Si,No,No,Si,URI de la Fiscalía,31.46939
01_DGC_Clima_Negocios,2021,Servicios,Mediana,,,,,Ninguna,No sabe,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,21.54128
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,Política de prevención del fraude y soborno,,,Si,Si,Estudio del cliente,No sabe,No,Alta,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,Fiscalía General de la Nación,,,Alto,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,Ninguna,,,,,Alta,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,Si,HERRAMIENTAS DIGITALES,No sabe,No,Alta,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por disminución en el volumen de las ventas,,Ninguna,,,,,No,Insegura,Aumentó,Si,Si,No,Si,No,No,No,No,Si,Si,Inspección de policía (Estación de Policía),30.48869
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,Ninguna,,,,,Media,No,Desconocimiento de la temática,,,,,,,,,,,Si,Si,SARLAFT.,No sabe,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,Por competencia vía reducción de precios,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Alta,Si,,,,,,Programa de capacitación a empleados,,,,,,Si,Si,CONTROL FINANCIERO,No sabe,No,Alta,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,No sabe,No se ha visto afectada,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Construcción,Pequeña,Ninguna,,,,,Alta,Si,,,,,,,,,,,"Control / seguimientos  procesos,Control administrativo",Si,Si,"FIRMAR DOCUMENTACION, FORMATOS CON SUS RECURSOS, CON ESTO SE BLINDA LA EMPRESA.",Han aumentado,No,Baja,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Alto,,Aumento de insumos,Ninguna,,,,,No,Insegura,Aumentó,Si,No,Si,Si,No,Si,No,No,No,Si,GAULA,31.46939
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Media,Si,,,,,,,,,,,"Sistema SARLAFT,Plan de manejo interno y externo",Si,Si,FORMATO QUE TENEMOS SARLATF.,No sabe,Si,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,Por disminución en el volumen de las ventas,,Ninguna,,,,,Si,Insegura,Disminuyó,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Media,No,Desconocimiento de la temática,,Falta de un presupuesto asignado para esto,,,,,,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,No sabe,Por disminución en el volumen de las ventas,,Ninguna,,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,Ninguna,,,,,Alta,Si,,,,,,Programa de capacitación a empleados,Programas de cumplimiento,,,Canales de denuncia internos,,Si,Si,SARLAFT,Siguen igual,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,No se ha visto afectada,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,,Si,Segura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Alto,Por disminución en el volumen de las ventas,,Ninguna,,,,,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Integrity App de la Secretaría de Transparencia de la Presidencia de la República,,,,Alta,Si,,,,,,,,,,,Realizacion de auditoria,Si,Si,"LOS QUE HEMOS IMPLEMENTADO ES EL MANEJO DE TODA LA PARTE CONTABLE Y LEGAL, EL IDEAL ES AUDITAR A FIN DE AÑO",Siguen igual,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,No se ha visto afectada,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Media,No,No es un tema que le competa a la empresa,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,Fiscalía General de la Nación,,,,Bajo,No se ha visto afectada,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,Ninguna,,,,,No sabe,No,Desconocimiento de la temática,,Falta de un presupuesto asignado para esto,,,,,,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Alto,Por competencia vía reducción de precios,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,No,No es un tema que le competa a la empresa,,,,,,,,,,,Si,No,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,Medio,Por competencia vía reducción de precios,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,,,,,,"Control / seguimientos  procesos,Verificacion documentacion contratantes",Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Medio,No se ha visto afectada,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,Ninguna,,,,,Alta,Si,,,,,,Programa de capacitación a empleados,Programas de cumplimiento,,,,,No,,,,,,NO LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Bajo,No se ha visto afectada,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Media,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Medio,,Competencia desleal,Ninguna,,,,,No,Insegura,Siguió igual,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Media,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,Fiscalía General de la Nación,,,,Medio,Por disminución en el volumen de las ventas,,Ninguna,,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Construcción,Pequeña,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,NO LAS CONOCE,NO LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,Ninguna,,,,,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,31.46939
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Media,No,No es un tema que le competa a la empresa,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Medio,No se ha visto afectada,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,Ninguna,,,,,Media,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,Fiscalía General de la Nación,,,,Medio,No se ha visto afectada,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Alta,Si,,,,,,Canales de denuncia internos,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Medio,Por competencia vía reducción de precios,,Ninguna,,,,,No,Parcialmente segura,Aumentó,Si,Si,No,No,No,No,No,No,No,Si,Aplicación A Denunciar,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Alta,Si,,,,,,,,,Política de prevención del fraude y soborno,,,Si,Si,POLITICA ESTRUCTURAL,Han aumentado,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,Si,CAPACITACIONES,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,Fiscalía General de la Nación,,,Alto,No se ha visto afectada,,Plan Vallejo,,Ley Anticontrabando 1762 de 2015,,,Si,Insegura,Disminuyó,Si,Si,No,No,No,No,Si,Si,Si,Si,Inspección de policía (Estación de Policía),128.69382
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,Programas de cumplimiento,,,Canales de denuncia internos,,,Si,Si,SE REALIZAN FILTROS PARA EVITAR ALGÚN INCONVENIENTE,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,Por competencia vía reducción de precios,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,,,,Si,Segura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Media,No,,,,,Empresa nueva,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,Fiscalía General de la Nación,,,,Bajo,No se ha visto afectada,,Ninguna,,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,No sabe,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,Ninguna,,,,,Alta,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,Ninguna,,,,,No,Parcialmente segura,Siguió igual,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Mediana,Ninguna,,,,,Alta,Si,,,,,,Programa de capacitación a empleados,,,,,,Si,No,,,,,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,No sabe,No se ha visto afectada,,Ninguna,,,,,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,21.54128
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Alta,No,,,,,Tamaño de la empresa,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,Fiscalía General de la Nación,,,,Bajo,Por competencia vía reducción de precios,,Ninguna,,,,,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,Integrity App de la Secretaría de Transparencia de la Presidencia de la República,,,Media,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,Fiscalía General de la Nación,DIAN,,,Bajo,No se ha visto afectada,,Ninguna,,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Micro,Ninguna,,,,,Media,Si,,,,,,Programas de cumplimiento,,,,,,Si,Si,ESTUDIO DE CLIENTES,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,No sabe,No se ha visto afectada,,Ninguna,,,,,Si,Insegura,Aumentó,Si,No,No,No,No,No,No,No,Si,No,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Media,No,No es un tema que le competa a la empresa,,,,,,,,,,,Si,Si,TODO SE MUEVE POR EL SISTEMA FINANCIERO NO SE ACEPTA EFECTIVO,Han aumentado,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,Por competencia vía reducción de precios,,Ninguna,,,,,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Mediana,Ninguna,,,,,No sabe,Si,,,,,,Programas de cumplimiento,,,,,,Si,No,,,,,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,Ninguna,,,,,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,21.54128
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Alta,Si,,,,,,Programa de capacitación a empleados,,,,,,Si,Si,CONTROL FINANCIERO,Siguen igual,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,Ninguna,,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,Ninguna,,,,,Alta,Si,,,,,,,,,,,"Control manejo del dinero,Control administrativo",Si,No,,,,,NO LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,Ninguna,,,,,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,Programa de capacitación a empleados,Programas de cumplimiento,Canales de denuncia internos,,,,Si,Si,CONTROLAR INFORMACIÓN,No existen,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,Por competencia vía reducción de precios,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,,Si,Insegura,Aumentó,Si,Si,No,No,No,No,No,No,No,No,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,No sabe,Si,,,,,,Programas de cumplimiento,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,No sabe,Por disminución en el volumen de las ventas,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,No sabe,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por competencia vía reducción de precios,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,Ninguna,,,,,Alta,Si,,,,,,,,,,,Plan de manejo interno y externo,Si,Si,LOS ESTUDIOS QUE HACE LA DIRECTORA DE CALIDAD.,No sabe,No,Alta,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Medio,No se ha visto afectada,,Ninguna,,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Servicios,Micro,Ninguna,,,,,Media,No,No es un tema que le competa a la empresa,,,,,,,,,,,Si,Si,NO DEJA QUE ENTREN RECURSOS ILISITOS,No existen,No,Baja,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Bajo,Por competencia vía reducción de precios,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,Ninguna,,,,,Media,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,No,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,Alto,Por competencia vía reducción de precios,,Ninguna,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,,,,,,Sistema SARLAFT,Si,Si,POLITICAS Y EL SAGRILAFT,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,30.48869
