Id_Encuesta,Año,SECTOR,TAMAÑO,P38_1,P38_2,P38_3,P38_4,P38_90,P39,P40,P41_1,P41_2,P41_3,P41_4,P41_OTRO,P42_1,P42_2,P42_3,P42_4,P42_5,P42_OTRO,P43,P44,P44A,P45,P46,P47,P48A,P48B,P48C,P49_1,P49_2,P49_3,P49_4,P50,P51,P51_OTRO,P52_1,P52_2,P52_3,P52_4,P52_90,P53,P54,P55,P56,P57A,P57B,P57C,P57D,P57E,P57F,P57G,P57H,P58,P59,fax expansión
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Bajo,No se ha visto afectada,,Plan Vallejo,Centro Integrado de Lucha Contra el Contrabando de la DIAN,Ley Anticontrabando 1762 de 2015,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Construcción,Micro,,,,,Ninguna,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,Canales de denuncia internos,,Si,Si,"Información virtual , experiencia humana personal",Siguen igual,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,No se ha visto afectada,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,97.14286
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,No sabe,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,No sabe,No se ha visto afectada,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,No,Insegura,Aumentó,Si,Si,No,No,No,No,No,No,No,No,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Mediana,Integrity App de la Secretaría de Transparencia de la Presidencia de la República,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,,,,,Canales de denuncia internos,,Si,Si,Sistema de cumplimiento,Han aumentado,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,Fiscalía General de la Nación,,,Medio,No se ha visto afectada,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,21.54128
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,Política de prevención del fraude y soborno,,,Si,Si,"control personal , control de las empresas , clientes y estudio de las mismas ",Siguen igual,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,Fiscalía General de la Nación,,,Alto,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,Programa de capacitación a empleados,,,,,,Si,Si,HAcen estudios de iversionistas,No sabe,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,Por disminución en el volumen de las ventas,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,Integrity App de la Secretaría de Transparencia de la Presidencia de la República,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,Programa de capacitación a empleados,,Códigos de ética y buen gobierno,,,Realizacion de auditoria,Si,Si,verificacion,Siguen igual,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,,,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,No sabe,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,No,,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,,Fiscalía General de la Nación,,,Medio,Por disminución en el volumen de las ventas,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Media,Si,,,,,,,,,,,Protocolo de tramites,Si,Si,CONTROL DE ACCIONBISTAS E INVERSIONES,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,Si,LA HONESTIDAD HACER LAS COSAS BIEN,Han aumentado,No,Alta,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Alto,,Competencia desleal,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Media,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,Si,Balance sobre finanzas,No sabe,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,No sabe,No se ha visto afectada,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,No,Segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,No,Desconocimiento de la temática,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,Si,BASICAMENTE ES REVISION DE LOS DOCUMENTOS,No existen,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Medio,No se ha visto afectada,,,,,,Ninguna,No,Segura,Siguió igual,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,,,,,Ninguna,Alta,Si,,,,,,,,,,,Facturación Electronica,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,Gremios y/o Cámaras de Comercio,Alto,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Media,No,,,,No es un tema que le competa a la empresa,,,,,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,Fiscalía General de la Nación,,,Medio,Por competencia vía reducción de precios,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,Integrity App de la Secretaría de Transparencia de la Presidencia de la República,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Media,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Medio,Por competencia vía reducción de precios,,,,,,Ninguna,Si,Parcialmente segura,Aumentó,Si,Si,No,No,No,No,No,Si,Si,No,,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,No sabe,No,,,,No es un tema que le competa a la empresa,,,,,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,Alta,Si,,,,,,,,,Política de prevención del fraude y soborno,,,Si,Si,LEGALIZAR TODO,Han aumentado,No,Alta,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por disminución en el volumen de las ventas,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Industrias,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,,,,,,Verificar antecedentes,Si,Si,Información y certificación de entidades bancarias,Han disminuido,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,,,No,Insegura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Grande,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,,Programas de cumplimiento,Códigos de ética y buen gobierno,Política de prevención del fraude y soborno,,,Si,Si,todas las que se requieran para los clientes,Han aumentado,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,Gremios y/o Cámaras de Comercio,Bajo,No se ha visto afectada,,,,,,Ninguna,Si,Parcialmente segura,Disminuyó,No,,,,,,,,,,,33.13953
01_DGC_Clima_Negocios,2021,Industrias,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,,,,,,Legalidad/Transparencia  procesos,Si,Si,"CONSULTAMOS EMPRESAS DE VIGILANCIA, CONSULTORIAS CON LAS EMPRSAS CON QUE TENEMOS VINCULOS",No sabe,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por competencia vía reducción de precios,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,No,Insegura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,,,,,Formularios de registro,Si,Si,Tener negocios con un banco reconocido es una prenda y que nosotros somos una empresa que tiene bastante control porque los bancos siempre están encima de uno cuando entra mucho flujo de dinero los primeros que llegan a buscar esa información son los de la dian,Han disminuido,Si,Alta,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,Fiscalía General de la Nación,,,Bajo,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Aumentó,Si,Si,No,No,Si,No,Si,No,No,Si,URI de la Fiscalía,147.36765
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,Media,No,Desconocimiento de la temática,,,,,,,,,,,No,,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,Medio,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Media,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Medio,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,No sabe,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por competencia vía reducción de precios,,Plan Vallejo,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,,,Política de prevención del fraude y soborno,,,Si,Si,auditorias,Han aumentado,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Alto,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Media,No,Desconocimiento de la temática,,,,,,,,,,,Si,Si,Balance sobre finanzas,Siguen igual,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,Si,Si,No,No,No,No,Si,No,Si,Si,Inspección de policía (Estación de Policía),147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,Integrity App de la Secretaría de Transparencia de la Presidencia de la República,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Media,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por pérdida en los márgenes de rentabilidad,,Plan Vallejo,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Industrias,Pequeña,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,No,Desconocimiento de la temática,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,Si,verificacion y revision,No existen,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Medio,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,,,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,33.90526
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,No,,Falta de promoción y socialización por parte de las autoridades,,No es un tema que le competa a la empresa,Tamaño de la empresa,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,Fiscalía General de la Nación,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,Si,VERIFICACION,Han disminuido,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,Alta,No,,,,No es un tema que le competa a la empresa,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,No sabe,Si,,,,,,,,,,,Uso de manuales,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,Por pérdida en los márgenes de rentabilidad,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,No,,Falta de promoción y socialización por parte de las autoridades,,No es un tema que le competa a la empresa,,,,,,,,No,,,,,,NO LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Medio,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Alta,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,Medio,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Construcción,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,No,,Falta de promoción y socialización por parte de las autoridades,Falta de un presupuesto asignado para esto,No es un tema que le competa a la empresa,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Bajo,Por pérdida en los márgenes de rentabilidad,,,,Ley Anticontrabando 1762 de 2015,,,No,Insegura,Siguió igual,No,,,,,,,,,,,97.14286
01_DGC_Clima_Negocios,2021,Servicios,Mediana,,,,,Ninguna,Alta,No,Desconocimiento de la temática,,,No es un tema que le competa a la empresa,No ve necesario,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,Fiscalía General de la Nación,,,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,21.54128
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,No sabe,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,Si,AUDITORIAS EXTERNAS.,No existen,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Medio,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,No,Desconocimiento de la temática,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,No sabe,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,No,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por competencia vía reducción de precios,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Mediana,,,,,Ninguna,No sabe,No,Desconocimiento de la temática,,,,,,,,,,,No,,,,,,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,,,,,Ninguna,Si,Segura,Siguió igual,No,,,,,,,,,,,17.09677
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Media,No,Desconocimiento de la temática,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Alto,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Siguió igual,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Alta,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,Si,Si,seguimiento de clientes y proveedores,Siguen igual,No,Alta,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,Fiscalía General de la Nación,,,Medio,Por competencia vía reducción de precios,,Plan Vallejo,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Construcción,Micro,,,,,Ninguna,Alta,Si,,,,,,Programa de capacitación a empleados,Programas de cumplimiento,Códigos de ética y buen gobierno,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Alto,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,97.14286
01_DGC_Clima_Negocios,2021,Servicios,Mediana,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,No sabe,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,No,,,,,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,,Gremios y/o Cámaras de Comercio,No sabe,No se ha visto afectada,,Plan Vallejo,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,21.54128
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,No sabe,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Medio,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Media,No,,,,No es un tema que le competa a la empresa,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Industrias,Mediana,,Estatuto Anticorrupción (Ley 1474 del 2011),,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,,,,,,Control / seguimientos  procesos,Si,Si,"Política establecida y financiación del terrorismo y lado de activos, y Revisiones periódicas para este tipo de actividades",Han disminuido,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por competencia vía reducción de precios,,Plan Vallejo,,,,,No,Parcialmente segura,Siguió igual,No,,,,,,,,,,,16.64583
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,Programas de cumplimiento,Códigos de ética y buen gobierno,,Canales de denuncia internos,,Si,Si,Fórmulario ,No existen,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por competencia vía reducción de precios,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,Ley Anticontrabando 1762 de 2015,,,Si,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,No,,,Falta de un presupuesto asignado para esto,No es un tema que le competa a la empresa,,,,,,,,Si,Si,Control de decisiones del representante financiero.,Han aumentado,No,Baja,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Alto,Por disminución en el volumen de las ventas,,,,Ley Anticontrabando 1762 de 2015,,,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Construcción,Micro,,,,,Ninguna,Alta,Si,,,,,,,Programas de cumplimiento,Códigos de ética y buen gobierno,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,,,,,Ninguna,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,97.14286
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,Media,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,Si,asesoria legal y estudio de titulos ,Han aumentado,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Medio,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Aumentó,Si,Si,No,No,No,No,No,No,No,No,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,Política de prevención del fraude y soborno,,,Si,Si,caara de comercia,No existen,No,Alta,SI LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,Alto,Por pérdida en los márgenes de rentabilidad,,,,Ley Anticontrabando 1762 de 2015,,,Si,Insegura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,No sabe,No,Desconocimiento de la temática,,Falta de un presupuesto asignado para esto,,,,,,,,,Si,No,,,,,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,DIAN,,,,Medio,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Siguió igual,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,Programa de capacitación a empleados,Programas de cumplimiento,,Política de prevención del fraude y soborno,,,Si,Si,todo el trema de facturacion y contabilidad,Han aumentado,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,Fiscalía General de la Nación,,,Alto,Por competencia vía reducción de precios,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
